OrigemDados;HoraDev;DataDev;UltimoAlerta;UltimoAlarme;timestamp;AlertaCritico;RegistrodeGas;Vaza/minuto;Hora;IP;Data
null;null;null;null;null;null;null;1.2345683E7;0.0;09:38:13;192.168.153.7;29/08/2025
null;null;null;null;null;null;null;1.2345683E7;0.0;09:38:19;192.168.153.7;29/08/2025
null;null;null;null;null;null;null;1.2345683E7;0.0;09:38:25;192.168.153.7;29/08/2025
